,symbol,date,open,close,low,high
51,AAPL,2018-08-17,54.16875,53.765,53.5075,54.19875
52,AAPL,2018-08-20,53.55,53.7625,53.47,54.305
53,AAPL,2018-08-21,53.66625,53.8725,53.63375,54.26375
54,AAPL,2018-08-22,54.1275,54.04,53.78,54.22
55,AAPL,2018-08-23,54.3075,54.485,53.94625,54.685
56,AAPL,2018-08-24,54.7625,54.925,54.39,54.97125
57,AAPL,2018-08-27,55.06375,55.745,54.76875,55.565
58,AAPL,2018-08-28,55.8175,56.2575,55.40125,56.1575
59,AAPL,2018-08-29,56.635,56.9075,55.955,57.215
60,AAPL,2018-08-30,56.9075,56.9075,56.655,57.15
61,AAPL,2018-08-31,57.10625,57.09,56.66375,57.2925
62,AAPL,2018-09-04,56.6625,55.775,55.33375,57.23875
63,AAPL,2018-09-05,55.4775,55.325,55.39625,56.34
64,AAPL,2018-09-06,55.24375,54.5825,54.12,56.34
65,AAPL,2018-09-07,54.5025,55.9625,54.1425,55.7175
66,AAPL,2018-09-10,56.225,55.265,54.9625,56.2475
67,AAPL,2018-09-11,55.88875,56.6025,54.9725,56.95125
68,AAPL,2018-09-12,56.315,55.96,56.01125,57.08875
69,AAPL,2018-09-13,55.535,54.47,54.8075,56.22875
70,AAPL,2018-09-14,54.45625,54.56,54.295,55.44375
71,AAPL,2018-09-17,54.6325,54.5925,53.82375,55.00875
72,AAPL,2018-09-18,55.0775,55.0075,54.2775,55.56625
73,AAPL,2018-09-19,55.24875,54.415,54.5975,55.41875
74,AAPL,2018-09-20,54.22,55.1975,54.1625,55.0525
75,AAPL,2018-09-21,54.945,55.5475,54.88375,55.7125
76,AAPL,2018-09-24,55.285,55.105,55.275,55.9375
77,AAPL,2018-09-25,55.96625,56.2375,54.97,56.4725
78,AAPL,2018-09-26,56.19125,56.435,56.005,56.61375
79,AAPL,2018-09-27,57.02125,56.815,56.1175,57.3525
80,AAPL,2018-09-28,56.83125,57.32,56.5825,57.4625
81,AAPL,2018-10-01,57.55375,58.025,56.98,58.37
82,AAPL,2018-10-02,57.72625,56.9975,56.955,58.2825
83,AAPL,2018-10-03,57.0375,56.0725,55.89,57.4125
84,AAPL,2018-10-04,55.41,55.94,55.0525,56.33375
85,AAPL,2018-10-05,55.9125,56.7275,55.0525,56.755
86,AAPL,2018-10-08,56.39,54.09,55.55375,56.8175
87,AAPL,2018-10-09,53.6,53.6125,53.2575,56.0975
88,AAPL,2018-10-10,55.2475,55.5275,53.085,55.5625
89,AAPL,2018-10-11,55.26125,54.34,54.23,55.7175
90,AAPL,2018-10-12,54.74375,55.5375,54.1925,55.055
91,AAPL,2018-10-15,55.56,55.3,54.70625,55.725
92,AAPL,2018-10-16,54.465,54.005,53.97,55.6575
93,AAPL,2018-10-17,54.51875,54.8275,53.25,55.3125
94,AAPL,2018-10-18,54.94125,55.1475,54.3575,55.8375
95,AAPL,2018-10-19,53.9,55.6825,53.7025,55.7675
96,AAPL,2018-10-22,55.6425,53.7725,54.205,56.0575
97,AAPL,2018-10-23,54.42625,54.95,53.64375,55.415
98,AAPL,2018-10-24,53.995,54.075,53.1725,55.3375
99,AAPL,2018-10-25,54.78875,53.06,53.65625,55.0425
100,AAPL,2018-10-26,52.7575,53.325,51.7375,54.5025
101,AAPL,2018-10-29,54.30875,54.715,52.7125,54.9875
102,AAPL,2018-10-30,54.765,55.555,54.2025,55.11
103,AAPL,2018-10-31,52.3875,51.87,51.59875,55.5875
104,AAPL,2018-11-01,51.08,50.3975,49.545,52.0025
105,AAPL,2018-11-02,50.5,50.9425,49.91,51.17625
106,AAPL,2018-11-05,51.4975,52.4875,50.42125,52.4875
107,AAPL,2018-11-06,52.49125,52.1225,51.6225,52.5225
108,AAPL,2018-11-07,51.385,51.1175,50.56875,52.19375
109,AAPL,2018-11-08,49.75125,48.5425,48.445,51.19375
110,AAPL,2018-11-09,47.92875,48.0575,47.8875,49.2925
111,AAPL,2018-11-12,48.45375,46.7,46.4925,48.98625
112,AAPL,2018-11-13,47.09875,47.8525,46.4925,47.9875
113,AAPL,2018-11-14,47.64375,48.3825,47.225,48.7325
114,AAPL,2018-11-15,47.49875,46.465,46.24875,48.6375
115,AAPL,2018-11-16,44.59375,44.235,43.895,46.7725
116,AAPL,2018-11-19,44.9325,44.19,43.96625,45.3575
117,AAPL,2018-11-20,44.19,44.19,44.14,44.685
118,AAPL,2018-11-21,43.72,43.0725,43.03,44.19
119,AAPL,2018-11-23,48.4075,48.5,42.6025,48.48
120,AAPL,2018-11-26,44.16,45.235,43.1125,48.315
121,AAPL,2018-11-27,45.66375,44.8875,43.93625,45.6925
122,AAPL,2018-11-28,44.8875,44.645,44.25625,45.0925
123,AAPL,2018-11-29,46.1125,46.205,44.25625,46.23
124,AAPL,2018-11-30,45.25,44.1725,44.06875,46.23
125,AAPL,2018-12-03,44.1725,44.1725,44.06875,45.2475
126,AAPL,2018-12-04,42.93875,43.68,42.61,44.1725
127,AAPL,2018-12-05,43.3475,42.1225,42.08,43.6875
128,AAPL,2018-12-06,41.245,42.4,40.9325,42.865
129,AAPL,2018-12-07,42.93375,42.1575,41.1025,42.93875
130,AAPL,2018-12-10,42.57625,42.275,41.75,42.975
131,AAPL,2018-12-11,42.60875,42.7375,42.2575,43.14
132,AAPL,2018-12-12,42.1475,41.37,41.3225,43.05125
133,AAPL,2018-12-13,41.3775,41.00375,40.685,42.085
134,AAPL,2018-12-14,41.35,41.5175,40.685,42.065
135,AAPL,2018-12-17,41.465,40.2175,39.9025,41.88
136,AAPL,2018-12-18,40.0525,39.2075,38.855,41.81125
137,AAPL,2018-12-19,39.185,37.6825,37.41,40.045
138,AAPL,2018-12-20,37.01625,36.7925,36.66375,38.86
139,AAPL,2018-12-21,36.7925,36.7925,36.66375,37.435
140,AAPL,2018-12-24,37.07875,39.2925,36.68625,39.305
141,AAPL,2018-12-26,39.37125,39.0575,37.5225,39.625
142,AAPL,2018-12-27,39.63,39.435,38.8225,39.8125
143,AAPL,2018-12-28,39.435,39.435,39.165,39.73625
144,AAPL,2018-12-31,38.685,39.48,38.5625,39.705
145,AAPL,2019-01-02,36.105,37.065,35.5,37.14125
146,AAPL,2019-01-03,37.1575,36.9825,36.4775,37.19625
147,AAPL,2019-01-04,37.1575,36.9825,36.515,37.1
148,AAPL,2019-01-07,37.435,37.6875,36.9825,37.95375
149,AAPL,2019-01-08,37.81625,38.3275,37.41625,38.625
150,AAPL,2019-01-09,38.11,38.45,37.715,38.625
151,AAPL,2019-01-10,38.235,38.0725,37.87875,38.4925
152,AAPL,2019-01-11,38.0725,37.5,37.32625,38.14875
153,AAPL,2019-01-14,37.57,38.2675,37.3675,38.3475
154,AAPL,2019-01-15,38.255,38.735,37.96,38.96625
155,AAPL,2019-01-16,38.55125,38.965,38.3175,39.32
156,AAPL,2019-01-17,39.385,39.205,38.515,39.4475
157,AAPL,2019-01-18,39.205,39.205,38.9975,39.3675
158,AAPL,2019-01-22,38.5075,38.49125,37.9275,38.785
159,AAPL,2019-01-23,38.465,38.175,37.9525,38.6175
160,AAPL,2019-01-24,38.825,39.43,37.9625,39.5325
161,AAPL,2019-01-25,38.97,39.075,38.4175,39.5325
162,AAPL,2019-01-28,39.04375,38.67,38.52625,39.5325
163,AAPL,2019-01-29,40.80875,41.3125,38.52625,41.535
164,AAPL,2019-01-30,41.5475,41.61,40.75,42.25
165,AAPL,2019-01-31,41.76125,41.63,41.49875,42.24
166,AAPL,2019-02-01,41.8575,42.8125,41.49875,42.89625
167,AAPL,2019-02-04,43.5575,43.55875,42.68,43.69875
168,AAPL,2019-02-05,43.7,43.56,43.175,54.485
169,AAPL,2019-02-06,43.0725,42.735,42.625,43.75
170,AAPL,2019-02-07,42.23625,42.6025,42.105,42.93375
171,AAPL,2019-02-08,42.7925,42.3575,42.2725,42.8025
172,AAPL,2019-02-11,42.5325,42.7225,42.3225,42.75
173,AAPL,2019-02-12,42.86,42.545,42.47125,43.12125
174,AAPL,2019-02-13,42.4575,42.69875,42.345,42.81625
175,AAPL,2019-02-14,42.815,42.6025,42.4375,42.925
176,AAPL,2019-02-15,42.6025,42.6025,42.46125,42.6575
177,AAPL,2019-02-19,42.77,43.0075,42.53875,43.33
178,AAPL,2019-02-20,42.9375,42.7525,42.58,43.2275
179,AAPL,2019-02-21,42.86125,43.1975,42.58,43.1975
180,AAPL,2019-02-22,43.5125,43.53125,42.965,43.96
181,AAPL,2019-02-25,43.395,43.5825,43.29,43.8675
182,AAPL,2019-02-26,43.305,43.7075,43.19125,43.75625
183,AAPL,2019-02-27,43.58,43.2875,43.245,43.75625
184,AAPL,2019-02-28,43.57,43.7225,43.2225,43.785
185,AAPL,2019-03-01,43.94125,43.9625,43.23,44.4375
186,AAPL,2019-03-04,43.9725,43.8825,43.49375,43.985
187,AAPL,2019-03-05,43.675,43.63625,43.48875,43.9625
188,AAPL,2019-03-06,43.45875,43.1375,43.00625,43.8
189,AAPL,2019-03-07,42.58,43.24,42.38,43.5575
190,AAPL,2019-03-08,43.905,44.70875,42.8075,44.735
191,AAPL,2019-03-11,44.99375,45.2325,44.6125,45.6675
192,AAPL,2019-03-12,45.5625,45.41,45.05625,45.81
193,AAPL,2019-03-13,45.98625,45.9675,45.41,45.99125
194,AAPL,2019-03-14,46.16375,46.54875,45.85,46.625
195,AAPL,2019-03-15,46.4825,47.0075,46.47375,47.0975
196,AAPL,2019-03-18,47.11,46.6325,46.7,47.2475
197,AAPL,2019-03-19,46.5625,47.0575,46.19125,47.095
198,AAPL,2019-03-20,47.5125,48.825,46.5825,48.77
199,AAPL,2019-03-21,48.825,47.7425,48.23375,49.42
200,AAPL,2019-03-22,47.8975,47.165,46.82125,48.61125
201,AAPL,2019-03-25,47.9125,46.68,46.66125,48.22
202,AAPL,2019-03-26,47.16625,47.1225,46.1525,47.905
203,AAPL,2019-03-27,47.105,47.1625,46.645,47.385
204,AAPL,2019-03-28,47.49,47.485,42.72,47.4075
205,AAPL,2019-03-29,47.91125,47.815,47.1025,47.91125
206,AAPL,2019-04-01,47.79875,48.515,47.42125,48.2675
207,AAPL,2019-04-02,48.34875,48.845,48.0275,49.125
208,AAPL,2019-04-03,48.71125,48.9225,48.59125,49.11
209,AAPL,2019-04-04,49.1175,49.25,48.705,49.27
210,AAPL,2019-04-05,49.1025,50.0175,49.03625,49.87375
211,AAPL,2019-04-08,50.0825,49.875,49.65375,50.70875
212,AAPL,2019-04-09,49.6725,50.17,49.54875,50.63125
213,AAPL,2019-04-10,50.22625,49.7375,49.785,50.2375
214,AAPL,2019-04-11,49.80625,49.7,49.06125,50.135
215,AAPL,2019-04-12,49.6325,49.8075,49.06125,49.955
216,AAPL,2019-04-15,49.84375,49.8125,49.62625,50.3425
217,AAPL,2019-04-16,49.82,50.78375,49.65,50.5
218,AAPL,2019-04-17,50.7825,50.965,50.3,50.99
219,AAPL,2019-04-18,50.965,50.965,50.76,51.0375
220,AAPL,2019-04-22,51.1175,51.87,51.02,51.69
221,AAPL,2019-04-23,51.8225,51.79,51.4825,52.11875
222,AAPL,2019-04-24,51.68,51.32,51.2825,52.11625
223,AAPL,2019-04-25,51.225,51.075,50.5525,51.69
224,AAPL,2019-04-26,51.1375,51.1525,50.8375,51.495
225,AAPL,2019-04-29,50.7625,50.21875,49.7925,51.365
226,AAPL,2019-04-30,52.5125,52.64,49.7925,53.825
227,AAPL,2019-05-01,52.44,52.2875,52.0375,53.825
228,AAPL,2019-05-02,52.7125,52.9375,52.0375,52.8475
229,AAPL,2019-05-03,51.0725,52.12,50.905,52.9425
230,AAPL,2019-05-06,51.47375,50.715,50.9225,52.21
231,AAPL,2019-05-07,50.5425,50.725,50.2075,51.32875
232,AAPL,2019-05-08,50.095,50.18,49.19,51.235
233,AAPL,2019-05-09,49.37125,49.3,48.2075,50.4175
234,AAPL,2019-05-10,46.84125,46.44125,46.4275,49.63375
235,AAPL,2019-05-13,46.61875,47.16,46.175,47.22375
236,AAPL,2019-05-14,46.57,47.755,46.51,47.61625
237,AAPL,2019-05-15,47.4575,47.53625,47.2125,48.025
238,AAPL,2019-05-16,46.7675,47.2525,46.70375,48.1175
239,AAPL,2019-05-17,45.7,45.71,45.07625,47.62875
240,AAPL,2019-05-20,46.1475,45.68875,43.2325,46.0825
241,AAPL,2019-05-21,44.8525,44.9225,44.45375,45.80625
242,AAPL,2019-05-22,45.0875,44.765,44.65125,45.52875
243,AAPL,2019-05-23,44.765,44.765,44.65125,44.79875
244,AAPL,2019-05-24,44.725,44.57,44.48625,45.13
245,AAPL,2019-05-28,44.475,44.565,44.1675,44.8075
246,AAPL,2019-05-29,44.06,43.7575,43.75125,44.61625
247,AAPL,2019-05-30,43.88125,43.3,42.58,44.47875
248,AAPL,2019-05-31,43.8625,44.91875,43.1425,44.955
249,AAPL,2019-06-03,46.075,45.6275,44.8275,46.2475
250,AAPL,2019-06-04,45.8175,46.325,45.5075,46.37
251,AAPL,2019-06-05,46.64875,47.535,46.23125,47.98875
252,AAPL,2019-06-06,48.05625,48.14875,47.4725,48.84
253,AAPL,2019-06-07,48.7275,48.7,48.1175,48.9975
254,AAPL,2019-06-10,48.4875,48.5475,48.34875,48.9875
255,AAPL,2019-06-11,48.675,48.7325,48.42875,49.19875
256,AAPL,2019-06-12,47.87,48.185,47.58375,48.8325
257,AAPL,2019-06-13,48.21375,48.485,48.055,48.74
258,AAPL,2019-06-14,48.99125,49.625,48.3925,50.0725
259,AAPL,2019-06-17,49.90125,49.455,49.33,49.96875
260,AAPL,2019-06-18,50.07375,49.8725,49.45,50.14
261,AAPL,2019-06-19,49.6725,49.7225,49.535,50.2125
262,AAPL,2019-06-20,49.65125,49.63875,49.565,50.035
263,AAPL,2019-06-21,49.64,48.91,48.84,49.8375
264,AAPL,2019-06-24,49.64,48.91,48.84,49.44125
265,AAPL,2019-06-25,49.4475,49.9475,48.91,50.245
266,AAPL,2019-06-26,50.0475,49.9325,49.8925,50.3925
267,AAPL,2019-06-27,49.6675,49.5125,49.2625,49.9325
268,AAPL,2019-06-28,50.7925,50.37125,49.5125,51.12
269,AAPL,2019-07-01,50.3525,50.6725,50.34875,50.7825
270,AAPL,2019-07-02,50.8225,50.8275,50.6725,51.0925
271,AAPL,2019-07-03,51.0925,51.0925,47.135,51.0925
272,AAPL,2019-07-05,50.1475,49.99875,49.60875,51.05875
273,AAPL,2019-07-08,49.78625,50.3075,49.705,50.3725
274,AAPL,2019-07-09,50.4925,50.795,50.3075,50.92875
275,AAPL,2019-07-10,50.835,50.45,50.45,51.09125
276,AAPL,2019-07-11,50.6225,50.81,50.45,50.9975
277,AAPL,2019-07-12,51.025,51.27,50.81,51.4675
278,AAPL,2019-07-15,51.195,51.0725,50.8775,51.5275
279,AAPL,2019-07-16,51.0325,50.8375,50.83625,51.27375
280,AAPL,2019-07-17,50.9725,51.4075,50.8375,51.4675
281,AAPL,2019-07-18,51.45,50.64375,50.59625,51.625
282,AAPL,2019-07-19,50.9125,51.7775,50.64375,51.795
283,AAPL,2019-07-22,52.115,52.18375,51.7775,52.2325
284,AAPL,2019-07-23,51.93125,52.13625,51.7975,52.28625
285,AAPL,2019-07-24,52.2225,51.7525,51.68375,52.3075
286,AAPL,2019-07-25,51.905,51.9625,51.7525,52.43125
287,AAPL,2019-07-26,52.5725,52.49625,51.9625,52.655
288,AAPL,2019-07-29,52.1325,52.23,45.6375,52.5875
289,AAPL,2019-07-30,54.1075,53.27,51.94,55.3425
290,AAPL,2019-07-31,53.5175,52.095,52.84875,54.685
291,AAPL,2019-08-01,51.32375,50.97,50.4075,54.505
292,AAPL,2019-08-02,49.4775,48.29125,48.605,51.17625
293,AAPL,2019-08-05,49.105,49.2375,48.1475,49.51375
294,AAPL,2019-08-06,48.8625,49.7675,48.455,49.35625
295,AAPL,2019-08-07,50.05125,50.82375,48.88375,50.59
296,AAPL,2019-08-08,50.3125,50.25,49.825,50.87375
297,AAPL,2019-08-09,49.935,50.145,49.825,50.69
298,AAPL,2019-08-12,50.2475,52.29,49.79,53.02
299,AAPL,2019-08-13,50.7575,50.6925,50.73125,52.5
300,AAPL,2019-08-14,50.84,50.405,50.1325,51.27875
301,AAPL,2019-08-15,51.075,51.5875,49.9175,51.79
302,AAPL,2019-08-16,52.65875,52.55125,51.3725,53.17875
303,AAPL,2019-08-19,52.7025,52.63125,52.545,53.3375
304,AAPL,2019-08-20,53.2425,53.15125,52.6025,53.41125
305,AAPL,2019-08-21,53.30625,53.195,52.69625,53.6075
306,AAPL,2019-08-22,50.51875,50.63,50.45375,53.325
307,AAPL,2019-08-23,51.46,51.6425,50.45375,53.00625
308,AAPL,2019-08-26,51.965,51.03625,50.88625,52.09375
309,AAPL,2019-08-27,51.0675,51.39,50.8325,51.495
310,AAPL,2019-08-28,52.125,52.2725,51.0875,52.32875
311,AAPL,2019-08-29,52.515,52.0975,51.8,52.6125
312,AAPL,2019-08-30,52.0975,52.0975,51.81,52.1375
313,AAPL,2019-09-03,52.1025,52.275,51.12,52.36875
314,AAPL,2019-09-04,52.99375,53.2925,52.1625,53.49375
315,AAPL,2019-09-05,53.5125,53.3425,52.8775,53.6025
316,AAPL,2019-09-06,53.68375,53.56,53.1375,54.10875
317,AAPL,2019-09-09,53.48125,54.18375,52.9325,54.185
318,AAPL,2019-09-10,54.52,55.8975,53.2975,55.9
319,AAPL,2019-09-11,56.19625,55.8,55.435,56.5825
320,AAPL,2019-09-12,54.96625,54.64,54.2575,56.45375
321,AAPL,2019-09-13,54.4325,54.9675,54.2575,55.02625
322,AAPL,2019-09-16,54.98,55.155,54.7575,55.205
323,AAPL,2019-09-17,55.25,55.6825,54.895,55.6975
324,AAPL,2019-09-18,55.3875,55.385,54.895,55.93375
325,AAPL,2019-09-19,55.3725,54.42125,51.83,55.93375
326,AAPL,2019-09-20,54.755,54.675,54.4175,54.9775
327,AAPL,2019-09-23,55.2475,54.5,54.315,55.615
328,AAPL,2019-09-24,54.6425,55.2675,54.3,55.3625
329,AAPL,2019-09-25,54.9875,54.9,54.72,55.3625
330,AAPL,2019-09-26,55.1375,54.715,54.3375,55.2275
331,AAPL,2019-09-27,55.2175,56.015,54.3375,56.14
332,AAPL,2019-09-30,56.2625,56.115,55.89,57.05
333,AAPL,2019-10-01,55.765,54.7825,54.49,56.41
334,AAPL,2019-10-02,54.585,55.2375,53.8025,55.2375
335,AAPL,2019-10-03,56.39,56.70875,54.9575,56.86625
336,AAPL,2019-10-04,56.56875,56.75,56.47125,57.4875
337,AAPL,2019-10-07,56.43625,56.1025,56.1025,57.0125
338,AAPL,2019-10-08,56.74125,56.72,56.1025,57.0125
339,AAPL,2019-10-09,56.985,57.515,56.69,57.6025
340,AAPL,2019-10-10,58.2375,59.055,57.34,59.395
341,AAPL,2019-10-11,58.69125,58.9725,58.69125,59.52875
342,AAPL,2019-10-14,59.09875,58.8425,58.73,59.4075
343,AAPL,2019-10-15,58.465,58.42,58.3,59.0325
344,AAPL,2019-10-16,58.6475,59.1025,51.265,59.0
345,AAPL,2019-10-17,59.385,60.125,58.5775,59.9975
346,AAPL,2019-10-18,60.3,60.0275,59.74875,60.4875
347,AAPL,2019-10-21,60.4825,60.7975,59.90625,60.7775
348,AAPL,2019-10-22,61.1575,60.875,60.30625,61.1875
349,AAPL,2019-10-23,60.7725,61.64,60.45125,61.02125
350,AAPL,2019-10-24,61.845,62.28,60.81,62.08
351,AAPL,2019-10-25,62.26,60.825,61.89,62.43
352,AAPL,2019-10-28,61.1925,60.855,60.5875,62.18625
353,AAPL,2019-10-29,61.7775,62.23,60.32,62.2675
354,AAPL,2019-10-30,62.38625,63.9525,61.4175,62.985
355,AAPL,2019-10-31,64.35,64.375,62.6825,64.4425
356,AAPL,2019-11-01,64.2725,64.2825,63.85875,64.455
357,AAPL,2019-11-04,64.20375,64.2875,64.11875,64.54625
358,AAPL,2019-11-05,64.6825,64.8375,63.85125,64.76875
359,AAPL,2019-11-06,64.6775,65.0,64.375,65.0875
360,AAPL,2019-11-07,64.6,65.5275,64.2475,65.0075
361,AAPL,2019-11-08,65.6,65.525,64.59375,65.62
362,AAPL,2019-11-11,55.3725,54.42125,55.365,65.6975
363,AAPL,2019-11-12,65.99,65.6925,54.37875,66.215
364,AAPL,2019-11-13,65.9875,66.4075,65.5475,66.4075
365,AAPL,2019-11-14,66.475,66.765,66.01375,66.85375
366,AAPL,2019-11-15,66.98875,66.5825,66.355,66.98875
367,AAPL,2019-11-18,66.3975,65.7075,65.1175,66.79375
368,AAPL,2019-11-19,65.89,65.5275,65.1175,66.12625
369,AAPL,2019-11-20,65.6675,65.6625,65.2125,65.78
370,AAPL,2019-11-21,65.6325,66.5825,65.2125,66.59
371,AAPL,2019-11-22,66.73625,65.98,65.98,66.7525
372,AAPL,2019-11-25,66.38,66.985,65.98,66.985
373,AAPL,2019-11-26,66.985,66.985,66.54,66.985
374,AAPL,2019-11-27,66.6325,66.9525,66.4925,66.995
375,AAPL,2019-11-29,64.54125,64.85,64.1075,66.4325
376,AAPL,2019-12-02,65.2675,65.4575,64.1875,65.81625
377,AAPL,2019-12-03,65.95,66.3875,65.4375,66.47125
378,AAPL,2019-12-04,66.88,67.64875,65.9425,67.75
379,AAPL,2019-12-05,67.0925,67.035,66.2325,67.75
380,AAPL,2019-12-06,58.80125,58.8425,58.4075,67.68375
381,AAPL,2019-12-09,66.895,67.8,58.3975,67.77875
382,AAPL,2019-12-10,66.895,67.8,66.86875,68.125
383,AAPL,2019-12-11,67.86875,68.7775,67.74125,68.825
384,AAPL,2019-12-12,69.30875,69.96625,68.4375,70.19375
385,AAPL,2019-12-13,69.9425,70.1125,69.7425,70.43875
386,AAPL,2019-12-16,69.91875,69.9,69.7825,70.485
387,AAPL,2019-12-17,69.88875,70.0075,69.74,70.485
388,AAPL,2019-12-18,70.54,69.78,69.6575,70.555
389,AAPL,2019-12-19,70.1275,70.995,69.6575,71.06
390,AAPL,2019-12-20,71.165,71.08625,70.7425,71.22
391,AAPL,2019-12-23,71.08625,71.08625,70.925,71.13375
392,AAPL,2019-12-24,71.21,72.49,71.08625,72.4925
393,AAPL,2019-12-26,65.28375,66.15625,65.28375,73.485
394,AAPL,2019-12-27,72.4775,73.405,65.66,73.1975
395,AAPL,2019-12-30,73.405,73.405,72.7,73.41625
396,AAPL,2019-12-31,74.0275,75.1125,73.405,74.58875
397,AAPL,2020-01-02,73.43,74.95625,73.2,75.1375
398,AAPL,2020-01-03,74.96375,74.575,74.14375,75.21875
399,AAPL,2020-01-06,74.3025,75.77125,74.3025,75.0975
400,AAPL,2020-01-07,76.795,77.4,74.3875,77.3625
401,AAPL,2020-01-08,77.7,77.58,76.5575,78.15125
402,AAPL,2020-01-09,77.91125,79.23,77.07375,78.33875
403,AAPL,2020-01-10,78.505,78.5425,77.7875,79.2625
404,AAPL,2020-01-13,67.13,67.15,66.48,79.3775
405,AAPL,2020-01-14,77.965,77.8575,66.93625,78.59375
406,AAPL,2020-01-15,78.405,78.83,77.4075,78.90125
407,AAPL,2020-01-16,79.0525,79.67,78.40625,79.68375
408,AAPL,2020-01-17,79.67,79.67,79.1575,79.68375
409,AAPL,2020-01-21,79.6825,79.4625,79.06,79.99625
410,AAPL,2020-01-22,79.47125,79.8125,78.93875,79.99625
411,AAPL,2020-01-23,80.07,79.55,79.38375,80.805
412,AAPL,2020-01-24,77.51875,77.22,76.22,80.0775
413,AAPL,2020-01-27,78.1125,79.3925,76.22,79.59375
414,AAPL,2020-01-28,81.14375,81.0675,79.2625,81.9625
415,AAPL,2020-01-29,80.16875,80.98375,79.715,81.875
416,AAPL,2020-01-30,79.05375,79.06625,77.1,80.99
417,AAPL,2020-01-31,78.8975,79.7075,71.3325,79.9025
418,AAPL,2020-02-03,80.905,80.385,79.3825,81.17625
419,AAPL,2020-02-04,80.74125,81.2975,80.0125,81.3
420,AAPL,2020-02-05,80.575,80.0075,79.5325,81.3
421,AAPL,2020-02-06,78.555,80.3725,78.4725,80.71375
422,AAPL,2020-02-07,80.8925,79.8975,79.7,80.97125
423,AAPL,2020-02-10,80.41625,81.79,79.7,81.80125
424,AAPL,2020-02-11,81.095,81.2275,80.87625,81.80125
425,AAPL,2020-02-12,81.1825,81.20375,80.715,81.5425
426,AAPL,2020-02-13,81.20375,81.20375,80.84,81.27
427,AAPL,2020-02-14,78.80625,79.7075,78.6525,81.20375
428,AAPL,2020-02-18,77.965,77.8575,77.4075,81.075
