date,open,close,high,low
2019-11-04,314.9325,315.31125,326.18125,312.4325
2019-11-11,331.83874999999995,331.155,333.25874999999996,317.4125
2019-11-18,330.30625,330.7375,332.23375,327.50250000000005
2019-11-25,263.42625,264.245,266.22875,261.32750000000004
2019-12-02,325.61875,327.71375,337.43375,314.41749999999996
2019-12-09,343.93375,346.55625,348.0675,342.5725
2019-12-16,352.8075,352.955,354.45375000000007,350.7225
2019-12-23,282.37625,285.45625,292.59125,274.73
2019-12-30,296.72375,300.415,300.0425,295.05125000000004
2020-01-06,378.04125,379.90250000000003,392.4925,372.28625
2020-01-13,315.09250000000003,316.02750000000003,316.8625,301.9075
2020-01-20,394.855,395.43749999999994,400.46875,389.8225
2020-01-27,400.16874999999993,401.21,405.90625,386.7925
2020-02-03,401.18,403.365,406.08624999999995,397.4175
2020-02-10,322.2875,323.3425,325.8175,321.08375
2020-02-17,378.685,375.925,391.16125,372.96500000000003
2020-02-24,353.42375,359.35249999999996,368.49625000000003,340.92749999999995
2020-03-02,356.19499999999994,359.46,378.63625,347.3375
2020-03-09,322.22249999999997,324.09749999999997,344.47625,311.8375
2020-03-16,299.6775,298.34999999999997,312.56374999999997,283.48125
2020-03-23,315.125,310.6975,339.49750000000006,306.33000000000004
2020-03-30,316.87125000000003,318.54375,323.185,306.6075
2020-04-06,271.72375,272.015,275.07625,266.9
2020-04-13,349.91625,347.72749999999996,353.78875,342.34000000000003
2020-04-20,351.75624999999997,351.625,355.45375,346.01625
2020-04-27,351.77624999999995,357.8975,369.43500000000006,340.46750000000003
2020-05-04,383.85875,385.20124999999996,388.79625000000004,379.75125
2020-05-11,386.39250000000004,388.02000000000004,392.42625,372.39
2020-05-18,317.495,318.38,319.65250000000003,315.46375
2020-05-25,398.17999999999995,399.03625,402.225,394.7125
2020-06-01,408.29375,408.0625,415.9925,394.84999999999997
2020-06-08,336.9725,338.41249999999997,347.885,333.62624999999997
2020-06-15,431.89375,429.58,444.48625,427.87
2020-06-22,451.84000000000003,450.98249999999996,458.4159,445.66502499999996
2020-06-29,365.76250000000005,363.70000000000005,369.8975,364.355
2020-07-06,476.895,473.65,484.4425,471.78249999999997
2020-07-13,483.795,483.10999999999996,489.555,478.17500000000007
2020-07-20,477.560875,478.09000000000003,482.1775,467.97975
2020-07-27,493.38875,485.5525,508.50857500000006,489.445
2020-08-03,554.7249999999999,553.68,562.7925,547.395
2020-08-10,567.7875,565.03,572.8875,560.3392
2020-08-17,594.04575,588.5225,605.2075,588.537125
2020-08-24,629.356625,627.0225,637.0943,621.62375
2020-08-31,517.96,515.5,525.6850000000001,488.63
2020-09-07,580.61,576.5899999999999,589.72,562.86
2020-09-14,557.4699999999999,560.205,568.8340000000001,543.77
2020-09-21,552.57,549.51,563.055,541.41
2020-09-28,572.78,574.6700000000001,582.42,568.26
2020-10-05,582.9000000000001,576.6800000000001,590.7149999999999,575.2351
2020-10-12,607.4300000000001,606.42,612.825,591.9350000000001
2020-10-19,581.7,579.395,589.5400000000001,570.71
2020-10-26,569.3,567.755,577.2850000000001,550.8900000000001
2020-11-02,580.5699999999999,571.67476723159,587.89,570.1236
2020-11-09,590.72,590.25,598.49,585.156
2020-11-16,591.5699999999999,593.7,596.0242999999999,584.81
2020-11-23,463.0,461.64,471.07,460.5
2020-11-30,611.46,610.04,618.345,606.84
2020-12-07,615.04,615.56,620.9,606.38
2020-12-14,634.63,632.825,643.26,627.8589999999999
2020-12-21,529.0799999999999,523.0400000000001,537.7750000000001,524.96
2020-12-28,541.23,537.97,543.579,526.2109
2021-01-04,646.5900000000001,649.99,657.7499,641.362
2021-01-11,516.84,517.5799999999999,522.4942,511.09
2021-01-18,669.5899999999999,662.94,685.8100000000001,660.538
2021-01-25,696.13,697.19,702.7800000000001,679.6199999999999
2021-02-01,681.17,677.01436388859,684.53,673.59
2021-02-08,543.35,543.4399999999999,546.787,537.7121
2021-02-15,646.98,658.98,658.705,638.74
2021-02-22,622.535,619.46,634.38,604.87
2021-03-01,614.835,616.52,628.635,596.37
2021-03-08,607.775,602.465,617.78,598.0649999999999
2021-03-15,613.995,614.84,624.5149,602.745
2021-03-22,607.0600000000001,607.82,615.4,594.9300000000001
2021-03-29,493.54,484.96000000000004,499.565,479.47999999999996
2021-04-05,659.1799999999998,643.365,662.1450000000001,639.27
2021-04-12,672.6,666.36,675.4200000000001,650.605
2021-04-19,654.405,667.71,674.4399999999999,649.79
2021-04-26,664.1600000000001,667.6300000000001,681.8199999999999,654.8199999999999
2021-05-03,632.48,648.44,654.42,626.665
2021-05-10,638.4150000000001,627.95,644.4749999999999,618.04
2021-05-17,630.22,628.55,646.56,622.6300000000001
2021-05-24,504.205,506.13,514.55,501.18999999999994
2021-05-31,625.935,623.38,629.54,619.125
2021-06-07,632.805,633.23,642.725,629.125
2021-06-14,650.29,652.52,657.96,646.615
2021-06-21,667.69,666.5,673.54,662.095
2021-06-28,270.84000000000003,271.11,273.895,270.24
